,Strategy,Application,Module,Device,Instances,Delay,Network,EnergyConsumption,DeviceMaxCPU,DeviceCPUUsage,ModuleMIPS,ModuleRAM,TupleCpuLength,SEED,UplinkBandwidth,DownlinkBandwidth,UplinkLatency,TupleNwLength,DeviceLevel,Simulation,Rate,ModuleCpuLoad
349,ELSA,VRGame,connector,d-1-0,12,0.0,41989.75,5380.91,2000.0,987.06,100,10,1028.18,200496737,10000.0,10000.0,25.0,1000.0,1,12,0.01,10.2818
3008,CB-E,VRGame,concentration_calculator,d-1-0,7,37.54,3432.0,7693.74,2000.0,1417.99,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,7,0.06,193.3626
592,ELSA,DCNS,object_detector,d-0,2,30.86,43135.65,10261.83,4000.0,3792.99,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,4,0.5,1083.71
3822,MGA,Translation_Service,storageModule,d-0,4,0.0,11250.25,5049.82,4000.0,1850.73,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,4,0.1,102.818
3645,MGA,DCNS,object_tracker,d-0,2,27.55,22577.65,8709.88,4000.0,3214.66,300,10,1071.55,1954324947,10000.0,10000.0,50.0,100.0,1,2,0.5,535.775
1936,CB-E,DCNS,object_detector,d-1-0,1,2.57,3297.95,8693.78,2000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,25.0,2000.0,1,1,0.5,1069.55
1145,Edgewards,DCNS,object_detector,d-1-0,1,3.85,1576.95,8850.78,2000.0,1633.58,550,10,2178.11,633816299,10000.0,10000.0,25.0,2000.0,1,1,0.5,1089.055
1794,Edgewards,VRGame,connector,d-1-0,8,0.0,4042.0,10186.25,2000.0,1882.41,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.6955
1330,Edgewards,Translation_Service,processingModule,cloud,12,374.21,198885.25,18308.69,44800.0,4921.38,2500,10,3189.78,1835732737,100.0,10000.0,0.0,500.0,0,12,0.1,318.97800000000007
1309,Edgewards,Translation_Service,processingModule,cloud,12,376.38,196804.0,21486.54,44800.0,5775.58,2500,10,3743.43,428956419,100.0,10000.0,0.0,500.0,0,12,0.1,374.343
2992,CB-E,Translation_Service,storageModule,d-0,2,0.0,2370.0,3535.88,4000.0,1286.56,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,7,0.1,102.925
3210,CB-E,DCNS,object_detector,d-1-0,1,751.06,8790.65,8832.57,2000.0,1630.19,550,10,2173.58,1282538739,10000.0,10000.0,25.0,2000.0,1,8,0.5,1086.79
4167,MGA,VRGame,connector,d-0,9,0.0,18082.0,5546.46,4000.0,2035.8,100,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,9,0.01,10.2818
1487,Edgewards,DCNS,user_interface,cloud,3,0.0,166887.2,19265.07,44800.0,4665.38,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,3,0.025,12.852250000000002
1664,Edgewards,DCNS,object_detector,cloud,6,177.66,336023.9,37907.32,44800.0,9724.33,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,6,0.5,1071.55
1456,Edgewards,Translation_Service,storageModule,d-1-0,3,0.0,1171.5,7847.24,2000.0,1446.6,1000,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,3,0.1,107.155
3345,CB-E,DCNS,object_tracker,cloud,5,430.19,8422.45,35763.43,44800.0,9360.0,300,10,1086.79,1282538739,100.0,10000.0,0.0,100.0,0,9,0.5,543.395
1838,Edgewards,DCNS,object_tracker,cloud,8,177.5,444761.7,47868.28,44800.0,12441.01,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,8,0.5,514.09
2968,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2283.5,10415.85,2000.0,1925.19,1000,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,7,0.1,106.955
2895,CB-E,DCNS,object_tracker,cloud,2,326.85,7466.05,17577.03,44800.0,4416.12,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,6,0.5,541.855
3433,MGA,DCNS,user_interface,cloud,10,0.0,559931.5,61755.09,44800.0,16207.22,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,10,0.025,13.3945
2222,CB-E,DCNS,object_detector,d-1-0,1,851.18,7445.05,8807.77,2000.0,1625.57,550,10,2167.42,1329531353,10000.0,10000.0,25.0,2000.0,1,11,0.5,1083.71
4098,MGA,DCNS,user_interface,cloud,8,0.0,444761.7,47868.28,44800.0,12441.01,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,8,0.025,12.852250000000002
2093,CB-E,DCNS,object_detector,d-0,2,791.66,8604.25,9740.29,4000.0,3598.64,550,10,2056.37,200496737,10000.0,10000.0,50.0,2000.0,1,10,0.5,1028.185
3249,CB-E,DCNS,object_tracker,cloud,5,417.34,8307.45,33940.32,44800.0,8864.4,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,9,0.5,514.625
2921,CB-E,DCNS,object_tracker,cloud,2,339.84,7309.05,17657.11,44800.0,4437.89,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,6,0.5,544.525
1778,Edgewards,Translation_Service,processingModule,d-0,7,219.1,20191.0,9328.23,4000.0,3430.52,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,7,0.1,381.169
3443,MGA,Translation_Service,storageModule,cloud,10,0.0,161488.5,17269.31,44800.0,4631.62,1000,10,1029.25,1145661099,100.0,10000.0,0.0,1000.0,0,10,0.1,102.925
1247,Edgewards,VRGame,concentration_calculator,d-0,11,82.76,23293.25,6740.55,4000.0,2490.78,350,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,11,0.06,216.1422
1086,ELSA,DCNS,object_tracker,cloud,6,261.18,87138.9,41760.19,44800.0,10990.19,300,10,1086.79,1282538739,100.0,10000.0,0.0,100.0,0,9,0.5,543.395
2265,CB-E,DCNS,object_tracker,d-1-0,1,456.85,6689.05,8465.61,2000.0,1561.81,300,10,1041.21,1410143363,10000.0,10000.0,25.0,100.0,1,11,0.5,520.605
39,ELSA,DCNS,object_tracker,d-0,1,28.11,11122.7,4445.6,4000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,1,0.5,541.855
725,ELSA,DCNS,object_detector,cloud,4,63.33,64479.35,23266.42,44800.0,5962.75,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,6,0.5,1069.55
768,ELSA,VRGame,connector,d-1-0,6,0.0,18665.5,5318.04,2000.0,975.34,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,6,0.01,10.8371
1678,Edgewards,DCNS,object_detector,cloud,6,177.64,333311.9,33123.21,44800.0,8270.65,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,6,0.5,911.365
3224,CB-E,DCNS,object_detector,d-1-0,1,768.45,7459.45,8693.78,2000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,25.0,2000.0,1,9,0.5,1069.55
3682,MGA,Translation_Service,storageModule,d-0,2,0.0,5270.5,2566.63,4000.0,925.36,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,2,0.1,102.818
3153,CB-E,DCNS,user_interface,cloud,8,0.0,9517.65,29636.22,44800.0,7694.35,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,8,0.025,13.546500000000002
3675,MGA,Translation_Service,storageModule,d-0,2,0.0,5286.0,2700.73,4000.0,975.34,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,2,0.1,108.371
2464,CB-E,DCNS,object_detector,d-1-0,1,3.37,7724.9,9966.94,2000.0,1841.55,550,10,1841.55,794161987,10000.0,10000.0,25.0,2000.0,1,2,0.5,920.775
2156,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2673.0,10415.85,2000.0,1925.19,1000,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,11,0.1,106.955
3429,MGA,Translation_Service,storageModule,cloud,10,0.0,162434.0,17945.56,44800.0,4812.99,1000,10,1069.55,428956419,100.0,10000.0,0.0,1000.0,0,10,0.1,106.955
2903,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2121.0,10552.64,2000.0,1950.68,1000,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,6,0.1,108.371
1672,Edgewards,Translation_Service,storageModule,d-0,6,0.0,17694.0,7573.09,4000.0,2778.97,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,6,0.1,102.925
2474,CB-E,DCNS,object_tracker,d-1-0,1,9.93,6523.55,8807.77,2000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,25.0,100.0,1,2,0.5,541.855
319,ELSA,DCNS,object_tracker,cloud,10,305.08,114846.45,48770.22,44800.0,12895.83,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,12,0.5,455.685
1417,Edgewards,DCNS,user_interface,cloud,2,0.0,21023.65,1426.56,44800.0,25.7,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,2,0.025,12.852250000000002
3650,MGA,DCNS,user_interface,cloud,2,0.0,22163.65,1426.65,44800.0,25.73,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,2,0.025,12.8655
4019,MGA,VRGame,concentration_calculator,d-0,7,77.69,13315.75,4561.93,4000.0,1668.92,350,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,7,0.06,227.5794
2036,CB-E,DCNS,object_tracker,cloud,6,435.01,9454.25,39666.89,44800.0,10421.14,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,10,0.5,514.625
2577,CB-E,VRGame,connector,d-1-0,3,0.0,730.0,3941.07,2000.0,718.78,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,3,0.01,10.8905
449,ELSA,VRGame,connector,d-1-0,2,0.0,384.5,2542.21,2000.0,458.13,100,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.4121
1448,Edgewards,Translation_Service,processingModule,d-1-0,3,41.61,1125.0,7832.75,2000.0,1443.9,2500,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,3,0.1,374.343
3539,MGA,DCNS,object_tracker,cloud,11,177.65,611486.4,65030.21,44800.0,17106.39,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,11,0.5,514.09
1527,Edgewards,VRGame,concentration_calculator,d-1-0,4,29.56,1248.5,4944.48,2000.0,905.74,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,4,0.06,216.1422
2034,CB-E,DCNS,user_interface,cloud,10,0.0,9454.25,39666.89,44800.0,10421.14,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,10,0.025,12.8655
766,ELSA,Translation_Service,storageModule,d-0,6,0.0,18670.25,6754.8,4000.0,2486.09,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,6,0.1,92.078
1328,Edgewards,DCNS,object_detector,cloud,12,178.24,666411.3,63547.37,44800.0,16541.29,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,12,0.5,911.365
875,ELSA,VRGame,concentration_calculator,d-0,7,77.31,22887.75,1879.26,4000.0,686.1,350,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,7,0.06,228.7014
517,ELSA,Translation_Service,storageModule,d-0,3,0.0,8158.5,3808.22,4000.0,1388.05,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,3,0.1,102.818
2860,CB-E,DCNS,object_tracker,d-1-0,1,312.28,9292.05,8369.32,2000.0,1543.87,300,10,1029.25,1145661099,10000.0,10000.0,25.0,100.0,1,6,0.5,514.625
3161,CB-E,Translation_Service,storageModule,d-0,4,0.0,2396.0,5318.04,4000.0,1950.68,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,8,0.1,108.371
3369,MGA,VRGame,connector,d-0,1,0.0,1795.0,691.06,4000.0,226.43,100,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,1,0.01,10.2925
2244,CB-E,VRGame,connector,d-1-0,11,0.0,4345.5,10545.8,2000.0,1949.41,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,11,0.01,10.8905
2507,CB-E,DCNS,object_detector,d-0,1,5.05,6085.55,4458.0,4000.0,1630.19,550,10,2173.58,1282538739,10000.0,10000.0,50.0,2000.0,1,2,0.5,1086.79
3663,MGA,VRGame,connector,d-0,2,0.0,3583.75,1170.62,4000.0,405.14,100,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,2,0.01,9.2078
2502,CB-E,Translation_Service,processingModule,d-1-0,2,27.8,583.0,5112.74,2000.0,937.09,2500,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,2,0.1,364.423
139,ELSA,DCNS,object_tracker,d-0,3,274.19,97594.75,9740.29,4000.0,3598.64,300,10,1028.18,200496737,10000.0,10000.0,50.0,100.0,1,10,0.5,514.09
848,ELSA,VRGame,concentration_calculator,d-0,7,75.12,23175.25,1588.88,4000.0,580.09,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,7,0.06,193.3626
3598,MGA,Translation_Service,processingModule,cloud,12,375.5,205220.25,18497.72,44800.0,4972.19,2500,10,3222.71,794161987,100.0,10000.0,0.0,500.0,0,12,0.1,322.271
1873,Edgewards,DCNS,object_tracker,cloud,9,177.55,503954.6,55793.15,44800.0,14586.5,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,9,0.5,535.775
902,ELSA,VRGame,concentration_calculator,d-0,8,78.15,26295.5,2448.33,4000.0,898.42,350,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,8,0.06,224.6058
112,ELSA,VRGame,concentration_calculator,d-0,10,77.28,34691.75,3145.53,4000.0,1160.18,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,10,0.06,193.3626
1837,Edgewards,DCNS,user_interface,cloud,8,0.0,444761.7,47868.28,44800.0,12441.01,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,8,0.025,12.852250000000002
3649,MGA,VRGame,connector,d-0,2,0.0,3548.0,1298.7,4000.0,452.87,100,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,2,0.01,10.2925
3236,CB-E,DCNS,object_detector,d-0,2,821.68,8370.45,10147.62,4000.0,3750.43,550,10,2143.1,1954324947,10000.0,10000.0,50.0,2000.0,1,9,0.5,1071.55
2208,CB-E,DCNS,object_detector,d-1-0,1,821.7,8481.05,9966.94,2000.0,1841.55,550,10,1841.55,794161987,10000.0,10000.0,25.0,2000.0,1,11,0.5,920.775
159,ELSA,DCNS,object_detector,d-0,2,490.53,100374.75,9862.64,4000.0,3644.23,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,10,0.5,1041.21
4061,MGA,VRGame,concentration_calculator,d-0,8,78.25,16374.5,5144.28,4000.0,1885.93,350,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,8,0.06,225.0258
579,ELSA,VRGame,connector,d-1-0,4,0.0,1253.0,4432.18,2000.0,810.28,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,4,0.01,9.2078
3662,MGA,VRGame,concentration_calculator,d-0,2,72.75,3583.75,1170.62,4000.0,405.14,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,2,0.06,193.3626
3381,MGA,Translation_Service,storageModule,d-0,1,0.0,2564.0,1183.97,4000.0,410.11,1000,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,1,0.1,91.137
3248,CB-E,DCNS,object_detector,cloud,6,767.82,8307.45,33940.32,44800.0,8864.4,550,10,2058.5,1145661099,100.0,10000.0,0.0,2000.0,0,9,0.5,1029.25
2361,CB-E,DCNS,object_detector,d-0,2,880.16,8995.85,10261.83,4000.0,3792.99,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,12,0.5,1083.71
2779,CB-E,DCNS,object_detector,cloud,2,409.51,7920.25,11024.0,44800.0,2634.72,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,5,0.5,1028.185
3552,MGA,DCNS,user_interface,cloud,11,0.0,617594.4,65837.24,44800.0,17323.12,200,10,520.6,1410143363,100.0,10000.0,0.0,2000.0,0,11,0.025,13.015
1037,ELSA,DCNS,object_tracker,d-0,2,194.3,91718.9,9966.94,4000.0,3683.1,300,10,920.78,794161987,10000.0,10000.0,50.0,100.0,1,9,0.5,460.39
557,ELSA,DCNS,object_tracker,d-0,3,65.48,45597.65,10147.62,4000.0,3750.43,300,10,1071.55,1954324947,10000.0,10000.0,50.0,100.0,1,4,0.5,535.775
465,ELSA,DCNS,object_detector,cloud,1,28.72,31142.6,5413.97,44800.0,1109.66,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,3,0.5,1069.55
3299,CB-E,VRGame,concentration_calculator,d-1-0,8,144.97,4733.0,9850.66,2000.0,1819.88,350,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,9,0.06,215.9184
4081,MGA,Translation_Service,storageModule,d-0,8,0.0,24814.0,8887.69,4000.0,3280.92,1000,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,8,0.1,91.137
2426,CB-E,VRGame,connector,d-1-0,2,0.0,383.5,2609.14,2000.0,470.6,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.6955
2107,CB-E,DCNS,object_detector,d-0,2,823.54,7324.25,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,10,0.5,1089.055
1792,Edgewards,Translation_Service,processingModule,d-0,7,201.61,20746.0,9308.86,4000.0,3423.4,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,7,0.1,380.377
2353,CB-E,Translation_Service,processingModule,d-1-0,5,861.23,3219.5,10708.21,2000.0,1979.67,2500,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,12,0.1,322.271
438,ELSA,DCNS,object_tracker,d-0,2,27.53,21673.65,8360.74,4000.0,3084.55,300,10,1028.18,200496737,10000.0,10000.0,50.0,100.0,1,2,0.5,514.09
3571,MGA,VRGame,concentration_calculator,d-0,12,85.52,26816.0,7674.71,4000.0,2828.9,350,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,12,0.06,225.0258
3970,MGA,VRGame,concentration_calculator,d-0,6,76.09,11444.75,3771.59,4000.0,1374.4,350,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,6,0.06,218.6538
2106,CB-E,DCNS,object_tracker,cloud,6,445.2,7324.25,41894.4,44800.0,11026.67,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,10,0.5,544.525
17,ELSA,DCNS,object_detector,d-0,1,27.22,11168.7,4226.37,4000.0,1543.87,550,10,2058.5,1145661099,10000.0,10000.0,50.0,2000.0,1,1,0.5,1029.25
1389,Edgewards,DCNS,user_interface,cloud,2,0.0,21563.65,1426.65,44800.0,25.73,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,2,0.025,12.8655
2299,CB-E,VRGame,concentration_calculator,d-1-0,8,640.62,4255.0,10435.17,2000.0,1928.79,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,12,0.06,225.0258
1859,Edgewards,DCNS,object_tracker,cloud,8,177.5,451301.7,50521.0,44800.0,13150.19,300,10,1086.79,1282538739,100.0,10000.0,0.0,100.0,0,8,0.5,543.395
185,ELSA,Translation_Service,storageModule,d-0,9,0.0,25887.0,10702.87,4000.0,3957.34,1000,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,11,0.1,106.955
992,ELSA,VRGame,concentration_calculator,d-0,9,79.09,30082.5,3051.06,4000.0,1123.03,350,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,9,0.06,224.6058
2180,CB-E,DCNS,object_tracker,d-1-0,1,449.61,7126.05,8369.32,2000.0,1543.87,300,10,1029.25,1145661099,10000.0,10000.0,25.0,100.0,1,11,0.5,514.625
2293,CB-E,DCNS,object_tracker,d-1-0,1,442.81,7933.85,8693.78,2000.0,1604.33,300,10,1069.55,428956419,10000.0,10000.0,25.0,100.0,1,12,0.5,534.775
1974,CB-E,Translation_Service,storageModule,d-1-0,1,0.0,190.5,2700.73,2000.0,487.67,1000,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,1,0.1,108.371
3756,MGA,DCNS,object_tracker,cloud,3,177.25,166993.2,20326.75,44800.0,4941.58,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,3,0.5,544.525
2508,CB-E,DCNS,object_tracker,d-0,1,9.83,6085.55,4458.0,4000.0,1630.19,300,10,1086.79,1282538739,10000.0,10000.0,50.0,100.0,1,2,0.5,543.395
818,ELSA,DCNS,object_tracker,d-0,3,133.77,74253.2,10128.84,4000.0,3743.43,300,10,1069.55,428956419,10000.0,10000.0,50.0,100.0,1,7,0.5,534.775
2660,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,1700.0,10552.64,2000.0,1950.68,1000,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,4,0.1,108.371
828,ELSA,Translation_Service,processingModule,d-0,7,221.69,21335.0,9141.2,4000.0,3375.39,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,7,0.1,375.043
4029,MGA,DCNS,object_tracker,cloud,7,177.44,389186.8,42147.64,44800.0,10885.88,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,7,0.5,514.09
3595,MGA,DCNS,object_tracker,cloud,12,177.69,667586.3,64189.7,44800.0,16712.07,300,10,920.78,794161987,100.0,10000.0,0.0,100.0,0,12,0.5,460.39
897,ELSA,DCNS,object_tracker,cloud,4,160.31,73327.2,29666.72,44800.0,7702.64,300,10,1086.79,1282538739,100.0,10000.0,0.0,100.0,0,7,0.5,543.395
430,ELSA,DCNS,object_detector,d-0,2,28.01,21771.65,8807.77,4000.0,3251.13,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,2,0.5,1083.71
513,ELSA,DCNS,object_detector,cloud,1,28.76,33998.6,5256.08,44800.0,1066.74,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,3,0.5,1028.185
2112,CB-E,Translation_Service,storageModule,d-0,6,0.0,2451.0,7974.05,4000.0,2940.45,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,10,0.1,108.905
3911,MGA,DCNS,object_detector,cloud,5,177.55,282187.0,32380.78,44800.0,8218.87,550,10,2173.58,1282538739,100.0,10000.0,0.0,2000.0,0,5,0.5,1086.79
1754,Edgewards,DCNS,object_tracker,cloud,7,177.44,389536.8,38574.48,44800.0,9748.71,300,10,920.78,794161987,100.0,10000.0,0.0,100.0,0,7,0.5,460.39
3960,MGA,DCNS,object_detector,cloud,6,177.66,333611.9,36427.0,44800.0,9330.76,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,6,0.5,1028.185
2709,CB-E,DCNS,object_tracker,d-1-0,1,255.0,8885.25,8693.78,2000.0,1604.33,300,10,1069.55,428956419,10000.0,10000.0,25.0,100.0,1,5,0.5,534.775
158,ELSA,DCNS,object_tracker,cloud,7,295.32,100374.75,45857.64,44800.0,12104.06,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,10,0.5,520.605
164,ELSA,VRGame,concentration_calculator,d-0,10,80.56,34652.5,3712.68,4000.0,1369.36,350,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,10,0.06,228.2262
1243,Edgewards,DCNS,object_tracker,cloud,11,177.65,615858.4,67717.03,44800.0,17827.95,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,11,0.5,535.775
2899,CB-E,DCNS,object_tracker,d-1-0,1,326.85,7466.05,8807.77,2000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,25.0,100.0,1,6,0.5,541.855
3750,MGA,DCNS,object_detector,cloud,3,177.35,166887.2,19265.07,44800.0,4665.38,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,3,0.5,1028.185
1098,Edgewards,Translation_Service,processingModule,d-1-0,1,30.16,188.5,2666.54,2000.0,481.3,2500,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,1,0.1,374.343
1087,ELSA,DCNS,object_detector,d-0,2,422.26,87138.9,10290.76,4000.0,3803.77,550,10,2173.58,1282538739,10000.0,10000.0,50.0,2000.0,1,9,0.5,1086.79
1302,Edgewards,Translation_Service,processingModule,cloud,11,375.77,184906.75,20033.85,44800.0,5379.62,2500,10,3803.77,1282538739,100.0,10000.0,0.0,500.0,0,11,0.1,380.377
938,ELSA,VRGame,concentration_calculator,d-0,8,75.93,26956.5,2107.76,4000.0,773.45,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,8,0.06,193.3626
294,ELSA,VRGame,concentration_calculator,d-0,12,83.94,43362.25,4868.32,4000.0,1800.21,350,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,12,0.06,225.0258
3091,CB-E,DCNS,object_detector,d-0,2,737.07,8309.65,10128.84,4000.0,3743.43,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,8,0.5,1069.55
1404,Edgewards,DCNS,object_tracker,d-0,2,27.47,20023.65,7757.92,4000.0,2762.33,300,10,920.78,794161987,10000.0,10000.0,50.0,100.0,1,2,0.5,460.39
1966,CB-E,Translation_Service,processingModule,d-1-0,1,30.34,197.5,2307.22,2000.0,414.35,2500,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,1,0.1,322.271
662,ELSA,DCNS,object_tracker,cloud,3,65.36,55415.5,13275.37,44800.0,3246.74,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,5,0.5,455.685
933,ELSA,DCNS,object_detector,cloud,5,162.71,84743.05,28487.45,44800.0,7382.06,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,8,0.5,911.365
1980,CB-E,Translation_Service,processingModule,d-1-0,1,29.45,190.0,2566.63,2000.0,462.68,2500,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,1,0.1,359.86400000000003
1122,Edgewards,VRGame,connector,d-1-0,1,0.0,142.5,1170.62,2000.0,202.57,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,1,0.01,9.2078
673,ELSA,DCNS,object_detector,d-0,3,31.76,53315.5,9966.94,4000.0,3683.1,550,10,1841.55,794161987,10000.0,10000.0,50.0,2000.0,1,5,0.5,920.775
2352,CB-E,Translation_Service,processingModule,d-0,7,861.23,3219.5,8113.78,4000.0,2992.52,2500,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,12,0.1,322.271
2707,CB-E,DCNS,object_tracker,d-0,3,255.0,8885.25,10128.84,4000.0,3743.43,300,10,1069.55,428956419,10000.0,10000.0,50.0,100.0,1,5,0.5,534.775
1183,Edgewards,Translation_Service,processingModule,cloud,10,373.99,161488.5,17269.31,44800.0,4631.62,2500,10,3602.37,1145661099,100.0,10000.0,0.0,500.0,0,10,0.1,360.237
1367,Edgewards,VRGame,connector,d-0,12,0.0,27004.25,7759.02,4000.0,2869.13,100,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,12,0.01,10.8679
399,ELSA,VRGame,concentration_calculator,d-1-0,2,26.28,397.5,2613.86,2000.0,471.48,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,2,0.06,225.0258
2882,CB-E,DCNS,object_tracker,cloud,2,289.33,10972.05,11747.45,44800.0,2831.38,300,10,920.78,794161987,100.0,10000.0,0.0,100.0,0,6,0.5,460.39
4140,MGA,DCNS,user_interface,cloud,9,0.0,492866.6,53643.06,44800.0,14010.64,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,9,0.025,12.8655
