,Strategy,Application,Module,Device,Instances,Delay,Network,EnergyConsumption,DeviceMaxCPU,DeviceCPUUsage,ModuleMIPS,ModuleRAM,TupleCpuLength,SEED,UplinkBandwidth,DownlinkBandwidth,UplinkLatency,TupleNwLength,DeviceLevel,Simulation,Rate,ModuleCpuLoad
3631,MGA,DCNS,object_detector,cloud,12,178.27,676321.3,74707.95,44800.0,19725.28,550,10,2173.58,1282538739,100.0,10000.0,0.0,2000.0,0,12,0.5,1086.79
1258,Edgewards,DCNS,object_detector,cloud,11,178.13,610911.4,58476.68,44800.0,15162.85,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,11,0.5,911.365
127,ELSA,DCNS,object_detector,d-0,2,480.4,95734.75,10261.83,4000.0,3792.99,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,10,0.5,1083.71
3707,MGA,DCNS,object_tracker,cloud,3,177.24,165681.2,19986.62,44800.0,4853.09,300,10,1069.55,428956419,100.0,10000.0,0.0,100.0,0,3,0.5,534.775
2967,CB-E,Translation_Service,processingModule,d-1-0,4,624.22,2283.5,10415.85,2000.0,1925.19,2500,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,7,0.1,374.343
1872,Edgewards,DCNS,user_interface,cloud,9,0.0,503954.6,55793.15,44800.0,14586.5,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,9,0.025,13.3945
10,ELSA,DCNS,object_detector,d-0,1,27.24,11200.7,4396.66,4000.0,1607.33,550,10,2143.1,1954324947,10000.0,10000.0,50.0,2000.0,1,1,0.5,1071.55
1365,Edgewards,Translation_Service,processingModule,cloud,12,377.76,201905.5,20917.15,44800.0,5622.53,2500,10,3644.23,1410143363,100.0,10000.0,0.0,500.0,0,12,0.1,364.423
3472,MGA,Translation_Service,processingModule,cloud,10,374.52,161778.25,17251.44,44800.0,4626.82,2500,10,3598.64,200496737,100.0,10000.0,0.0,500.0,0,10,0.1,359.86400000000003
3159,CB-E,DCNS,object_tracker,d-1-0,1,402.38,9517.65,8807.77,2000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,25.0,100.0,1,8,0.5,541.855
402,ELSA,DCNS,object_detector,d-0,2,27.99,21527.65,8709.88,4000.0,3214.66,550,10,2143.1,1954324947,10000.0,10000.0,50.0,2000.0,1,2,0.5,1071.55
1112,Edgewards,Translation_Service,processingModule,d-1-0,1,29.3,187.5,2569.2,2000.0,463.16,2500,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,1,0.1,360.237
946,ELSA,Translation_Service,storageModule,d-0,8,0.0,25715.25,8978.59,4000.0,3314.79,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,8,0.1,92.078
3171,CB-E,DCNS,object_detector,d-1-0,1,707.53,7700.65,8360.74,2000.0,1542.27,550,10,2056.37,200496737,10000.0,10000.0,25.0,2000.0,1,8,0.5,1028.185
2675,CB-E,DCNS,object_detector,d-0,2,266.57,6285.35,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,4,0.5,1089.055
1552,Edgewards,DCNS,object_detector,cloud,4,177.46,222358.1,26263.17,44800.0,6556.45,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,4,0.5,1083.71
3013,CB-E,DCNS,object_detector,d-0,3,632.58,8098.85,9966.94,4000.0,3683.1,550,10,1841.55,794161987,10000.0,10000.0,50.0,2000.0,1,7,0.5,920.775
2776,CB-E,VRGame,concentration_calculator,d-1-0,5,32.27,1810.5,6153.46,2000.0,1131.0,350,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,5,0.06,215.9184
2318,CB-E,DCNS,object_detector,d-0,2,860.33,8072.85,9750.3,4000.0,3602.37,550,10,2058.5,1145661099,10000.0,10000.0,50.0,2000.0,1,12,0.5,1029.25
1616,Edgewards,Translation_Service,storageModule,d-0,5,0.0,15150.0,1281.48,4000.0,460.39,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,5,0.1,92.078
21,ELSA,VRGame,concentration_calculator,d-1-0,1,34.19,122.5,1159.51,2000.0,200.5,350,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,1,0.06,191.3868
1320,Edgewards,DCNS,object_tracker,cloud,12,177.7,657101.3,70822.77,44800.0,18680.85,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,12,0.5,514.625
3798,MGA,DCNS,object_tracker,cloud,4,178.17,53382.1,8660.36,44800.0,1868.3,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,4,0.5,455.685
1474,Edgewards,DCNS,object_tracker,cloud,3,177.85,40367.2,7000.11,44800.0,1415.69,300,10,920.78,794161987,100.0,10000.0,0.0,100.0,0,3,0.5,460.39
2430,CB-E,DCNS,object_detector,d-1-0,1,4.04,6546.55,8693.78,2000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,25.0,2000.0,1,2,0.5,1069.55
2220,CB-E,DCNS,object_detector,d-0,2,851.18,7445.05,10261.83,4000.0,3792.99,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,11,0.5,1083.71
4113,MGA,DCNS,object_tracker,cloud,8,177.5,449285.7,48457.88,44800.0,12598.63,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,8,0.5,520.605
2646,CB-E,DCNS,object_tracker,d-0,2,75.74,12002.35,9966.94,4000.0,3683.1,300,10,920.78,794161987,10000.0,10000.0,50.0,100.0,1,4,0.5,460.39
2248,CB-E,DCNS,object_detector,d-0,2,838.85,7503.05,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,11,0.5,1089.055
2993,CB-E,Translation_Service,processingModule,d-1-0,4,633.94,2370.0,10578.89,2000.0,1955.57,2500,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,7,0.1,360.237
3307,CB-E,DCNS,object_tracker,d-1-0,1,416.69,6827.45,8360.74,2000.0,1542.27,300,10,1028.18,200496737,10000.0,10000.0,25.0,100.0,1,9,0.5,514.09
3112,CB-E,VRGame,concentration_calculator,d-1-0,8,60.38,4227.0,9805.54,2000.0,1811.48,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,8,0.06,216.1422
1610,Edgewards,Translation_Service,processingModule,d-1-0,5,40.0,14727.5,8643.13,2000.0,1594.89,2500,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,5,0.1,318.97800000000007
3899,MGA,Translation_Service,storageModule,d-0,5,0.0,14795.5,6658.94,4000.0,2450.37,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,5,0.1,108.905
259,ELSA,Translation_Service,processingModule,d-0,8,584.99,25874.75,10604.25,4000.0,3920.59,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,11,0.1,381.169
536,ELSA,DCNS,user_interface,cloud,3,0.0,32638.6,5479.76,44800.0,1127.55,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,3,0.025,13.585
12,ELSA,Translation_Service,processingModule,d-0,1,79.5,2624.25,1377.4,4000.0,482.2,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,1,0.1,375.043
3933,MGA,Translation_Service,processingModule,d-0,6,89.82,17751.75,7540.73,4000.0,2778.97,2500,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,6,0.1,360.237
219,ELSA,VRGame,connector,d-1-0,11,0.0,38909.0,4778.1,2000.0,874.74,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,11,0.01,9.2078
2546,CB-E,DCNS,object_tracker,d-1-0,2,11.46,9426.45,9865.94,2000.0,1822.73,300,10,911.37,1835732737,10000.0,10000.0,25.0,100.0,1,3,0.5,455.685
1540,Edgewards,Translation_Service,storageModule,d-1-0,4,0.0,1870.0,8887.69,2000.0,1640.46,1000,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,4,0.1,91.137
2172,CB-E,VRGame,concentration_calculator,d-1-0,8,410.27,4993.5,9971.25,2000.0,1842.35,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,11,0.06,216.1422
2218,CB-E,DCNS,object_detector,cloud,8,851.18,7445.05,47725.01,44800.0,12611.69,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,11,0.5,1083.71
442,ELSA,VRGame,connector,d-1-0,2,0.0,388.5,2655.19,2000.0,479.18,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.8905
2778,CB-E,DCNS,user_interface,cloud,5,0.0,7920.25,11024.0,44800.0,2634.72,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,5,0.025,12.852250000000002
2317,CB-E,DCNS,object_tracker,cloud,8,463.59,8072.85,51120.03,44800.0,13534.61,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,12,0.5,514.625
3765,MGA,Translation_Service,processingModule,d-0,3,76.25,8396.75,3855.41,4000.0,1405.63,2500,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,3,0.1,364.423
3604,MGA,Translation_Service,storageModule,cloud,12,0.0,197415.25,21770.99,44800.0,5852.04,1000,10,1083.71,1329531353,100.0,10000.0,0.0,1000.0,0,12,0.1,108.371
729,ELSA,Translation_Service,processingModule,d-0,6,97.42,17872.0,7832.75,4000.0,2887.79,2500,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,6,0.1,374.343
2280,CB-E,Translation_Service,processingModule,d-0,7,879.19,2508.0,9270.03,4000.0,3423.4,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,11,0.1,380.377
2580,CB-E,DCNS,object_tracker,d-0,2,20.18,8432.45,8850.78,4000.0,3267.16,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,3,0.5,544.525
2390,CB-E,DCNS,object_tracker,d-0,3,451.89,6756.85,10312.0,4000.0,3811.69,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,12,0.5,544.525
1133,Edgewards,Translation_Service,processingModule,d-1-0,1,31.05,190.5,2700.73,2000.0,487.67,2500,10,3792.99,1329531353,10000.0,10000.0,25.0,500.0,1,1,0.1,379.299
588,ELSA,VRGame,connector,d-1-0,4,0.0,1213.5,5201.71,2000.0,953.67,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,4,0.01,10.8371
1766,Edgewards,VRGame,connector,d-1-0,7,0.0,3317.5,8581.47,2000.0,1583.4,100,10,1028.18,200496737,10000.0,10000.0,25.0,1000.0,1,7,0.01,10.2818
1731,Edgewards,VRGame,connector,d-1-0,7,0.0,3486.0,8939.92,2000.0,1650.19,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,7,0.01,10.7155
2047,CB-E,VRGame,connector,d-1-0,9,0.0,6334.5,10795.28,2000.0,1995.89,100,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,10,0.01,9.1137
3883,MGA,DCNS,object_detector,cloud,5,177.55,277907.0,32292.76,44800.0,8195.57,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,5,0.5,1083.71
237,ELSA,Translation_Service,processingModule,d-0,8,557.8,25785.0,10552.64,4000.0,3901.36,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,11,0.1,379.299
1785,Edgewards,Translation_Service,processingModule,d-0,7,166.51,21229.25,8918.42,4000.0,3279.81,2500,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,7,0.1,364.423
2228,CB-E,VRGame,concentration_calculator,d-0,3,424.69,5000.0,1821.67,4000.0,647.76,350,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,11,0.06,215.9184
1913,Edgewards,VRGame,connector,d-0,9,0.0,18269.75,5846.35,4000.0,2156.33,100,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,9,0.01,10.8905
3855,MGA,DCNS,object_detector,cloud,5,177.55,280047.0,31945.38,44800.0,8103.61,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,5,0.5,1071.55
2954,CB-E,Translation_Service,processingModule,d-1-0,4,597.5,2055.0,10582.4,2000.0,1956.23,2500,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,6,0.1,380.377
3106,CB-E,DCNS,object_detector,d-1-0,1,784.96,6816.65,8709.88,2000.0,1607.33,550,10,2143.1,1954324947,10000.0,10000.0,25.0,2000.0,1,8,0.5,1071.55
2150,CB-E,DCNS,object_tracker,d-0,3,452.21,8359.05,10128.84,4000.0,3743.43,300,10,1069.55,428956419,10000.0,10000.0,50.0,100.0,1,11,0.5,534.775
825,ELSA,DCNS,object_tracker,cloud,4,161.52,72131.2,29269.37,44800.0,7594.62,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,7,0.5,535.775
3887,MGA,VRGame,connector,d-0,5,0.0,9083.75,3118.45,4000.0,1131.0,100,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,5,0.01,10.2818
1746,Edgewards,DCNS,user_interface,cloud,7,0.0,388836.8,38193.9,44800.0,9649.09,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,7,0.025,11.392
3893,MGA,VRGame,concentration_calculator,d-0,5,76.1,9047.5,3298.13,4000.0,1197.96,350,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,5,0.06,228.7014
4051,MGA,DCNS,object_detector,cloud,7,177.75,394996.8,44474.26,44800.0,11506.41,550,10,2173.58,1282538739,100.0,10000.0,0.0,2000.0,0,7,0.5,1086.79
4024,MGA,Translation_Service,processingModule,d-0,7,174.24,20343.25,9243.99,4000.0,3413.69,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,7,0.1,379.299
2253,CB-E,Translation_Service,storageModule,d-0,7,0.0,2514.0,9289.15,4000.0,3430.52,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,11,0.1,108.905
1628,Edgewards,DCNS,object_tracker,cloud,5,177.34,278037.0,30706.35,44800.0,7775.63,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,5,0.5,514.09
1453,Edgewards,DCNS,object_tracker,cloud,3,177.25,168093.2,20021.49,44800.0,4862.17,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,3,0.5,535.775
2651,CB-E,VRGame,concentration_calculator,d-1-0,4,30.14,1196.0,5201.71,2000.0,953.67,350,10,3792.99,1329531353,10000.0,10000.0,25.0,500.0,1,4,0.06,227.5794
2758,CB-E,DCNS,object_detector,d-1-0,1,359.66,10020.25,9966.94,2000.0,1841.55,550,10,1841.55,794161987,10000.0,10000.0,25.0,2000.0,1,5,0.5,920.775
1663,Edgewards,DCNS,object_tracker,cloud,6,177.4,336023.9,37907.32,44800.0,9724.33,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,6,0.5,535.775
1874,Edgewards,DCNS,object_detector,cloud,9,177.96,503954.6,55793.15,44800.0,14586.5,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,9,0.5,1071.55
1010,ELSA,Translation_Service,processingModule,d-0,8,446.14,23726.75,10722.72,4000.0,3964.74,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,9,0.1,375.043
576,ELSA,Translation_Service,processingModule,d-0,4,76.2,11352.5,4485.56,4000.0,1640.46,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,4,0.1,318.97800000000007
3392,MGA,DCNS,object_detector,d-0,1,29.1,11072.7,4445.6,4000.0,1625.57,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,1,0.5,1083.71
3790,MGA,DCNS,user_interface,cloud,4,0.0,219142.1,25010.21,44800.0,6226.95,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,4,0.025,12.8655
326,ELSA,VRGame,concentration_calculator,d-0,12,79.7,43531.75,4183.3,4000.0,1546.9,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,12,0.06,193.3626
2925,CB-E,DCNS,object_tracker,d-1-0,1,339.84,7309.05,8850.78,2000.0,1633.58,300,10,1089.05,633816299,10000.0,10000.0,25.0,100.0,1,6,0.5,544.525
1920,Edgewards,VRGame,connector,d-0,9,0.0,17994.75,5589.5,4000.0,2061.59,100,10,1041.21,1410143363,10000.0,10000.0,50.0,1000.0,1,9,0.01,10.4121
3067,CB-E,DCNS,object_detector,d-1-0,1,657.72,8969.85,8465.61,2000.0,1561.81,550,10,2082.42,1410143363,10000.0,10000.0,25.0,2000.0,1,7,0.5,1041.21
1970,CB-E,DCNS,user_interface,cloud,1,0.0,3023.95,1381.83,44800.0,13.55,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,1,0.025,13.546500000000002
171,ELSA,Translation_Service,processingModule,cloud,2,518.91,24861.5,4930.06,44800.0,978.11,2500,10,3803.77,1282538739,100.0,10000.0,0.0,500.0,0,10,0.1,380.377
3407,MGA,DCNS,object_tracker,d-0,1,27.2,11200.7,4467.11,4000.0,1633.58,300,10,1089.05,633816299,10000.0,10000.0,50.0,100.0,1,1,0.5,544.525
2714,CB-E,VRGame,concentration_calculator,d-1-0,5,34.08,1839.5,6409.5,2000.0,1178.71,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,5,0.06,225.0258
678,ELSA,VRGame,connector,d-1-0,5,0.0,1755.0,6481.28,2000.0,1192.08,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,5,0.01,10.8371
3064,CB-E,DCNS,object_tracker,cloud,3,362.29,8969.85,22733.04,44800.0,5817.76,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,7,0.5,520.605
3393,MGA,DCNS,object_tracker,d-0,1,28.11,11072.7,4445.6,4000.0,1625.57,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,1,0.5,541.855
2311,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2544.0,10435.17,2000.0,1928.79,1000,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,12,0.1,107.155
3357,MGA,DCNS,object_detector,d-0,1,27.23,10546.7,4388.61,4000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,1,0.5,1069.55
543,ELSA,VRGame,connector,d-1-0,4,0.0,1208.5,5134.84,2000.0,941.21,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,4,0.01,10.6955
3977,MGA,VRGame,concentration_calculator,d-0,6,76.84,11711.5,3933.06,4000.0,1434.57,350,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,6,0.06,228.2262
3246,CB-E,VRGame,connector,d-1-0,9,0.0,4702.0,9860.78,2000.0,1821.77,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,9,0.01,10.2925
1947,CB-E,VRGame,concentration_calculator,d-1-0,1,29.06,134.5,1298.7,2000.0,226.43,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,1,0.06,216.1422
2151,CB-E,DCNS,object_detector,d-1-0,1,837.57,8359.05,8693.78,2000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,25.0,2000.0,1,11,0.5,1069.55
2403,CB-E,DCNS,object_detector,d-0,2,858.22,7393.85,9862.64,4000.0,3644.23,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,12,0.5,1041.21
3138,CB-E,VRGame,concentration_calculator,d-1-0,8,47.51,4471.5,8780.92,2000.0,1620.56,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,8,0.06,193.3626
2111,CB-E,Translation_Service,processingModule,d-0,6,868.99,2451.0,7974.05,4000.0,2940.45,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,10,0.1,381.169
1477,Edgewards,Translation_Service,storageModule,d-1-0,3,0.0,1183.5,6754.8,2000.0,1243.05,1000,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,3,0.1,92.078
2531,CB-E,VRGame,concentration_calculator,d-1-0,3,26.49,736.0,3729.22,2000.0,679.3,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,3,0.06,216.1422
508,ELSA,Translation_Service,processingModule,d-0,3,76.88,8206.5,4009.39,4000.0,1463.01,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,3,0.1,379.299
930,ELSA,VRGame,concentration_calculator,d-0,8,75.86,15832.75,1667.43,4000.0,610.62,350,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,8,0.06,191.3868
412,ELSA,Translation_Service,storageModule,d-0,2,0.0,5216.5,2569.2,4000.0,926.32,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,2,0.1,102.925
3924,MGA,DCNS,object_tracker,cloud,6,177.4,336023.9,37907.32,44800.0,9724.33,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,6,0.5,535.775
1639,Edgewards,VRGame,concentration_calculator,d-1-0,5,32.08,1837.0,6230.36,2000.0,1145.33,350,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,5,0.06,218.6538
98,ELSA,DCNS,object_tracker,d-0,3,283.04,96544.75,9750.3,4000.0,3602.37,300,10,1029.25,1145661099,10000.0,10000.0,50.0,100.0,1,10,0.5,514.625
2063,CB-E,DCNS,object_detector,cloud,6,798.47,9929.25,32239.63,44800.0,8402.07,550,10,1841.55,794161987,100.0,10000.0,0.0,2000.0,0,10,0.5,920.775
2086,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2605.0,10552.64,2000.0,1950.68,1000,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,10,0.1,108.371
172,ELSA,Translation_Service,storageModule,cloud,2,0.0,24861.5,4930.06,44800.0,978.11,1000,10,1086.79,1282538739,100.0,10000.0,0.0,1000.0,0,10,0.1,108.679
2191,CB-E,DCNS,object_tracker,cloud,7,432.97,10056.05,36994.48,44800.0,9694.66,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,11,0.5,455.685
3651,MGA,DCNS,object_detector,d-0,2,27.94,22163.65,8369.32,4000.0,3087.74,550,10,2058.5,1145661099,10000.0,10000.0,50.0,2000.0,1,2,0.5,1029.25
1923,Edgewards,DCNS,object_detector,cloud,9,177.96,505388.6,54251.0,44800.0,14173.46,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,9,0.5,1041.21
3212,CB-E,Translation_Service,processingModule,d-0,4,760.55,2368.5,5332.92,4000.0,1956.23,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,8,0.1,380.377
659,ELSA,VRGame,concentration_calculator,d-1-0,5,28.92,1771.0,5463.81,2000.0,1002.5,350,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,5,0.06,191.3868
1276,Edgewards,VRGame,connector,d-0,11,0.0,23432.0,6733.58,4000.0,2488.2,100,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,11,0.01,10.2818
2637,CB-E,DCNS,object_tracker,d-0,2,53.12,14427.35,9865.94,4000.0,3645.46,300,10,911.37,1835732737,10000.0,10000.0,50.0,100.0,1,4,0.5,455.685
2385,CB-E,VRGame,connector,d-1-0,12,0.0,4355.0,10604.25,2000.0,1960.3,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,12,0.01,10.8905
409,ELSA,DCNS,object_detector,d-0,2,27.94,21113.65,8369.32,4000.0,3087.74,550,10,2058.5,1145661099,10000.0,10000.0,50.0,2000.0,1,2,0.5,1029.25
843,ELSA,DCNS,object_detector,cloud,4,61.43,75567.2,23416.76,44800.0,6003.62,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,7,0.5,911.365
267,ELSA,DCNS,object_tracker,d-0,3,322.86,103378.6,9862.64,4000.0,3644.23,300,10,1041.21,1410143363,10000.0,10000.0,50.0,100.0,1,11,0.5,520.605
3155,CB-E,DCNS,object_tracker,cloud,4,402.38,9517.65,29636.22,44800.0,7694.35,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,8,0.5,541.855
1252,Edgewards,Translation_Service,storageModule,cloud,11,0.0,178456.25,18973.08,44800.0,5094.78,1000,10,1029.25,1145661099,100.0,10000.0,0.0,1000.0,0,11,0.1,102.925
2262,CB-E,DCNS,object_detector,d-0,2,846.84,6689.05,9862.64,4000.0,3644.23,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,11,0.5,1041.21
2699,CB-E,Translation_Service,processingModule,d-1-0,4,218.0,1662.0,10582.4,2000.0,1956.23,2500,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,4,0.1,380.377
983,ELSA,VRGame,concentration_calculator,d-0,8,78.02,26607.75,2487.8,4000.0,912.91,350,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,8,0.06,228.2262
2679,CB-E,Translation_Service,processingModule,d-1-0,4,171.29,1684.0,10604.25,2000.0,1960.3,2500,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,4,0.1,381.169
1051,ELSA,VRGame,concentration_calculator,d-0,9,78.32,29879.75,2933.04,4000.0,1079.59,350,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,9,0.06,215.9184
550,ELSA,Translation_Service,storageModule,d-0,4,0.0,11225.0,5249.64,4000.0,1925.19,1000,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,4,0.1,106.955
1651,Edgewards,Translation_Service,storageModule,d-0,5,0.0,14900.0,6684.12,4000.0,2445.28,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,5,0.1,108.679
679,ELSA,DCNS,user_interface,cloud,5,0.0,54835.5,17527.2,44800.0,4402.58,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,5,0.025,13.546500000000002
1073,ELSA,VRGame,connector,d-1-0,9,0.0,30518.5,5280.38,2000.0,968.32,100,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,9,0.01,10.4121
343,ELSA,DCNS,object_tracker,d-0,3,372.74,110734.45,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,12,0.5,541.855
1257,Edgewards,DCNS,object_tracker,cloud,11,177.64,610911.4,58476.68,44800.0,15162.85,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,11,0.5,455.685
414,ELSA,VRGame,connector,d-1-0,2,0.0,389.0,2235.59,2000.0,401.0,100,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,2,0.01,9.1137
1403,Edgewards,DCNS,user_interface,cloud,2,0.0,20023.65,1416.68,44800.0,23.02,200,10,460.39,794161987,100.0,10000.0,0.0,2000.0,0,2,0.025,11.50975
3548,MGA,Translation_Service,storageModule,cloud,11,0.0,182865.75,20075.54,44800.0,5390.82,1000,10,1089.05,633816299,100.0,10000.0,0.0,1000.0,0,11,0.1,108.905
4146,MGA,VRGame,connector,d-0,9,0.0,18288.25,4925.78,4000.0,1804.5,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,9,0.01,9.1137
1287,Edgewards,Translation_Service,storageModule,cloud,11,0.0,182865.75,20075.54,44800.0,5390.82,1000,10,1089.05,633816299,100.0,10000.0,0.0,1000.0,0,11,0.1,108.905
1123,Edgewards,DCNS,user_interface,cloud,1,0.0,2249.95,1374.34,44800.0,11.51,200,10,460.39,794161987,100.0,10000.0,0.0,2000.0,0,1,0.025,11.50975
1050,ELSA,Translation_Service,storageModule,d-0,8,0.0,23012.25,10552.64,4000.0,3901.36,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,9,0.1,108.371
3027,CB-E,DCNS,object_tracker,d-0,3,371.53,6866.85,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,7,0.5,541.855
